Rok,Województwo,Kod strefy,Nazwa strefy,Kod stacji,Wskaźnik,Czas uśredniania,Średnia,Min,Maks,L>50 (S24),36 maks. (S24),Perc. 90.4 (S24),Maks (S24),Liczba pomiarów,Kompletność ,Liczba Lato/Zima
2004,dolnośląskie,PL0204,strefa dolnośląska,DsWyszkow,PM10,1g,23.2,0.0,167.0,7,36.7,36.9,60.1,8581,97.7,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsZgorzOrz,PM10,1g,21.6,0.0,246.0,15,37.0,37.2,130.3,8414,95.8,0.9
2004,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydgUjejskiego,PM10,24g,16.4,2.0,143.0,7,28.0,30.0,143.0,305,83.3,1.0
2004,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydgWPola,PM10,24g,19.2,2.0,81.0,16,32.0,38.0,81.0,286,78.1,1.6
2004,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,1g,41.9,0.0,357.0,75,72.5,81.8,213.4,7661,87.2,0.8
2004,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,24g,19.8,2.0,93.0,16,39.0,39.0,93.0,366,100.0,1.0
2004,kujawsko-pomorskie,PL0402,miasto Toruń,KpTorunLotnisko,PM10,24g,19.3,0.0,113.0,14,39.0,41.0,113.0,306,83.6,1.5
2004,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclLady,PM10,24g,20.6,2.0,128.0,12,33.0,34.0,128.0,319,87.2,1.0
2004,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclSiels,PM10,24g,28.3,5.0,72.0,6,30.0,45.0,72.0,104,28.4,1.0
2004,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,21.3,0.0,80.0,8,32.0,43.0,80.0,173,47.3,1.1
2004,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpDAFRypinKOMES,PM10,1g,29.2,0.5,213.2,17,22.4,59.5,96.7,1779,20.3,1.4
2004,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowrSolan,PM10,24g,26.8,1.0,95.0,26,46.0,49.0,95.0,273,74.6,0.8
2004,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,PM10,24g,30.0,3.0,174.0,34,48.0,60.0,174.0,228,62.3,1.0
2004,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWolice,PM10,24g,15.9,2.6,104.2,10,30.1,35.2,104.2,259,70.8,1.0
2004,lubelskie,PL0601,Aglomeracja Lubelska,LbLublinOgrod,PM10,24g,27.1,2.0,88.0,11,42.0,42.0,88.0,333,91.0,1.2
2004,lubelskie,PL0601,Aglomeracja Lubelska,LbLublinPiel,PM10,24g,32.2,3.0,123.0,39,52.0,54.0,123.0,312,85.2,1.4
2004,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,PM10,24g,29.2,11.0,103.0,14,42.0,43.0,103.0,335,91.5,1.2
2004,lubelskie,PL0602,strefa lubelska,LbBialaPPl.TrzechKrzyzy,PM10,24g,30.6,6.0,94.0,30,50.0,51.0,94.0,298,81.4,1.6
2004,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM10,24g,13.2,3.0,76.0,3,25.0,27.0,76.0,300,82.0,1.0
2004,lubelskie,PL0602,strefa lubelska,LbChelmSzpWSSE,PM10,24g,28.0,2.0,156.0,37,51.0,53.0,156.0,334,91.3,0.9
2004,lubelskie,PL0602,strefa lubelska,LbDorohWIOS,PM10,24g,13.0,6.0,24.0,0,16.0,18.0,24.0,186,50.8,1.0
2004,lubelskie,PL0602,strefa lubelska,LbPulaSkowie,PM10,24g,18.8,3.0,90.0,11,34.0,35.0,90.0,327,89.3,1.1
2004,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM10,24g,30.7,6.0,127.0,36,51.0,53.0,127.0,328,89.6,0.9
2004,lubelskie,PL0602,strefa lubelska,LbZamoscWSSE,PM10,24g,37.8,5.0,116.0,27,44.0,64.0,116.0,132,36.1,0.6
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM10,24g,27.6,0.0,112.0,20,41.0,42.0,112.0,320,87.4,1.3
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,PM10,24g,33.2,9.0,132.0,39,53.0,60.0,132.0,246,67.2,1.3
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzRudzka,PM10,24g,30.3,9.0,136.0,33,49.0,53.0,136.0,307,83.9,1.2
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWIOSARubinst,PM10,1g,41.4,0.0,255.0,83,70.7,70.7,177.0,8629,98.2,1.0
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWIOSARubinst,PM10,24g,41.4,7.1,177.0,83,70.7,70.7,177.0,360,98.4,1.0
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWSSEMWodna40,PM10,24g,34.2,11.0,160.0,33,48.0,55.0,160.0,234,63.9,1.0
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzZachod,PM10,1g,48.8,0.0,493.0,137,79.9,79.9,181.6,8686,98.9,1.0
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,PM10,1g,45.5,0.0,574.0,125,75.6,75.9,205.6,8373,95.3,1.0
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,PM10,24g,35.5,3.0,221.0,52,61.0,63.0,221.0,290,79.2,1.4
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,PM10,1g,54.3,0.0,658.0,158,91.9,92.3,224.2,8615,98.1,1.0
2004,łódzkie,PL1001,Aglomeracja Łódzka,LdZgierzWSSEMStRynek,PM10,24g,37.6,5.0,264.0,61,65.0,67.0,264.0,319,87.2,1.1
2004,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,PM10,1g,22.2,0.0,348.0,15,36.5,36.6,154.3,8401,95.6,1.0
2004,łódzkie,PL1002,strefa łódzka,LdKutnoWIOSMWilcza,PM10,24g,49.3,9.0,178.0,104,72.0,79.0,178.0,267,73.0,1.1
2004,łódzkie,PL1002,strefa łódzka,LdPiotrkWIOSABelzack,PM10,1g,35.7,0.0,294.0,61,60.2,60.4,129.4,8480,96.5,1.0
2004,łódzkie,PL1002,strefa łódzka,LdRadomsWSSEMZeromsk,PM10,24g,36.8,7.0,192.0,58,65.0,68.0,192.0,325,88.8,1.2
2004,łódzkie,PL1002,strefa łódzka,LdSierGrunwa,PM10,24g,26.6,1.0,138.0,27,43.0,50.0,138.0,285,77.9,1.3
2004,łódzkie,PL1002,strefa łódzka,LdSkiernWSSEMReymont,PM10,24g,30.4,2.0,233.0,41,52.0,59.0,233.0,275,75.1,1.1
2004,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,1g,70.6,5.0,392.0,132,104.8,123.3,302.9,5428,61.8,1.1
2004,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,69.6,24.6,302.9,132,104.8,123.3,302.9,227,62.0,1.1
2004,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,1g,49.3,3.0,610.0,91,92.9,102.6,177.0,6059,69.0,0.9
2004,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,24g,48.8,9.2,170.2,20,28.1,106.9,170.2,54,14.8,0.6
2004,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWSSEPrad6102,PM10,24g,15.7,1.0,84.0,4,19.0,33.0,84.0,116,31.7,0.0
2004,małopolskie,PL1202,miasto Tarnów,MpTarnowWIOSSoli6303,PM10,1g,34.9,0.0,197.0,37,51.4,57.5,88.6,6111,69.6,0.8
2004,małopolskie,PL1202,miasto Tarnów,MpTarnowWSSEMosc6301,PM10,24g,6.3,0.0,58.0,1,3.0,21.0,58.0,87,23.8,0.5
2004,małopolskie,PL1202,miasto Tarnów,MpTarnowWSSEWest6302,PM10,24g,15.7,1.0,84.0,4,19.0,33.0,84.0,116,31.7,0.0
2004,małopolskie,PL1203,strefa małopolska,MpBochniWSSEKons0105,PM10,24g,38.9,5.0,164.0,77,73.0,74.0,164.0,326,89.1,0.8
2004,małopolskie,PL1203,strefa małopolska,MpChrzanWSSEGrzy0301,PM10,24g,45.2,9.0,212.0,89,79.0,90.0,212.0,297,81.1,1.0
2004,małopolskie,PL1203,strefa małopolska,MpMyslenWIOSRyne0905,PM10,24g,35.1,9.8,193.3,10,26.5,56.4,193.3,63,17.2,1.4
2004,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,PM10,24g,44.5,4.0,207.0,73,72.0,87.0,207.0,272,74.3,0.9
2004,małopolskie,PL1203,strefa małopolska,MpNoTargWSSESzaf1102,PM10,24g,40.2,3.0,183.0,51,64.0,85.0,183.0,214,58.5,1.6
2004,małopolskie,PL1203,strefa małopolska,MpNSaczWIOSPija6204,PM10,1g,43.0,3.0,515.0,48,59.5,78.2,241.5,4702,53.5,1.4
2004,małopolskie,PL1203,strefa małopolska,MpNSaczWIOSPija6204,PM10,24g,43.2,10.9,241.5,48,59.5,78.2,241.5,193,52.7,1.5
2004,małopolskie,PL1203,strefa małopolska,MpNSaczWSSETarn6202,PM10,24g,45.5,4.0,211.0,92,101.0,103.0,211.0,340,92.9,1.0
2004,małopolskie,PL1203,strefa małopolska,MpOswiecWSSEWiez1301,PM10,24g,47.7,5.0,280.0,96,90.0,96.0,280.0,335,91.5,1.2
2004,małopolskie,PL1203,strefa małopolska,MpTrzebiWIOSPils0303,PM10,1g,39.4,3.0,285.0,48,57.5,71.3,134.7,4955,56.4,1.1
2004,małopolskie,PL1203,strefa małopolska,MpTrzebiWIOSPils0303,PM10,24g,39.2,14.0,134.7,48,57.5,71.3,134.7,208,56.8,1.1
2004,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,1g,37.5,3.0,347.0,36,52.0,70.0,138.3,4036,45.9,0.6
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,PM10,24g,23.5,5.0,94.0,10,36.0,38.0,94.0,286,78.1,1.8
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,1g,50.8,1.0,313.0,147,75.4,75.4,158.8,8697,99.0,1.0
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM10,1g,32.7,1.0,249.0,42,53.7,53.8,160.1,8419,95.8,1.0
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszBernWoda,PM10,24g,20.5,4.0,109.0,10,36.0,37.0,109.0,312,85.2,0.8
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszBorKomWSSE,PM10,24g,25.5,4.0,90.0,16,41.0,44.0,90.0,252,68.9,1.3
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszKrucza,PM10,24g,31.5,5.0,143.0,48,55.0,57.0,143.0,334,91.3,1.0
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszSGGW,PM10,24g,36.6,3.9,140.2,59,58.1,59.5,140.2,334,91.3,1.2
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszZelazWSSE,PM10,24g,31.5,9.0,128.0,36,51.0,51.0,128.0,356,97.3,1.0
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM10,1g,44.1,0.1,315.3,88,69.9,73.7,183.5,6772,77.1,0.6
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM10,1g,31.4,1.0,205.0,27,47.1,49.4,105.5,7507,85.5,1.3
2004,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarZeganWSSE,PM10,24g,37.8,4.0,178.0,45,54.0,57.0,178.0,274,74.9,0.9
2004,mazowieckie,PL1402,miasto Płock,MzPlockKolegWSSE,PM10,24g,28.2,8.0,95.0,28,47.0,53.0,95.0,255,69.7,1.6
2004,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM10,1g,30.7,1.0,288.0,29,49.5,49.8,186.8,8286,94.3,1.0
2004,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,PM10,24g,32.9,10.0,113.0,32,50.0,50.0,113.0,356,97.3,1.1
2004,mazowieckie,PL1403,miasto Radom,MzRadomPulask,PM10,1g,38.5,0.8,265.5,35,49.8,62.0,115.4,4301,49.0,1.0
2004,mazowieckie,PL1403,miasto Radom,MzRadTochter,PM10,1g,37.8,1.0,481.0,64,60.4,60.4,153.9,8586,97.7,1.0
2004,mazowieckie,PL1404,strefa mazowiecka,MzCiechStrazacka,PM10,24g,30.3,2.0,233.0,39,52.0,53.0,233.0,342,93.4,1.1
2004,mazowieckie,PL1404,strefa mazowiecka,MzLegionBronWSSE,PM10,24g,32.1,2.0,169.0,38,53.0,60.0,169.0,225,61.5,0.4
2004,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,PM10,24g,21.9,2.0,113.0,15,36.0,38.0,113.0,328,89.6,1.0
2004,mazowieckie,PL1404,strefa mazowiecka,MzNowDwChemWSSE,PM10,24g,22.9,3.0,67.0,6,34.0,39.0,67.0,208,56.8,1.1
2004,mazowieckie,PL1404,strefa mazowiecka,MzOstMazSikorWSSE,PM10,24g,30.0,4.0,151.0,42,53.0,58.0,151.0,288,78.7,0.7
2004,mazowieckie,PL1404,strefa mazowiecka,MzOstrolTargowa,PM10,24g,32.9,2.0,218.0,53,62.0,65.0,218.0,305,83.3,0.9
2004,mazowieckie,PL1404,strefa mazowiecka,MzOtwockBrzozWSSE,PM10,24g,27.7,3.0,142.0,36,51.0,53.0,142.0,333,91.0,0.8
2004,mazowieckie,PL1404,strefa mazowiecka,MzPiaseczDworWSSE,PM10,24g,29.3,8.0,212.0,29,47.0,49.0,212.0,317,86.6,0.9
2004,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,PM10,24g,22.4,4.0,102.0,11,36.0,38.0,102.0,333,91.0,1.1
2004,mazowieckie,PL1404,strefa mazowiecka,MzPruszKraszeWSSE,PM10,24g,29.4,2.0,132.0,37,52.0,54.0,132.0,316,86.3,0.8
2004,mazowieckie,PL1404,strefa mazowiecka,MzSochPlocWSSE,PM10,24g,24.7,2.0,90.0,19,42.0,48.0,90.0,223,60.9,1.5
2004,mazowieckie,PL1404,strefa mazowiecka,MzTluszczJKiel,PM10,24g,18.7,2.0,71.0,5,31.0,31.0,71.0,343,93.7,1.1
2004,mazowieckie,PL1404,strefa mazowiecka,MzWolOgrodowa,PM10,24g,21.8,4.0,82.0,6,33.0,36.0,82.0,267,73.0,1.6
2004,mazowieckie,PL1404,strefa mazowiecka,MzZyraRoosev,PM10,1g,35.3,1.0,374.0,58,58.3,58.3,164.1,8634,98.3,1.0
2004,opolskie,PL1601,miasto Opole,OpOpole246,PM10,24g,32.6,3.0,80.0,29,46.0,54.0,80.0,237,64.8,2.3
2004,opolskie,PL1602,strefa opolska,OpBrzeg101,PM10,24g,41.9,6.0,141.0,21,38.0,64.0,141.0,72,19.7,1.0
2004,opolskie,PL1602,strefa opolska,OpKkozle243,PM10,24g,33.2,1.0,188.0,50,64.0,77.0,188.0,279,76.2,0.9
2004,opolskie,PL1602,strefa opolska,OpKkozleSP10,PM10,1g,54.6,8.3,311.3,14,,108.0,165.4,4644,52.9,0.9
2004,opolskie,PL1602,strefa opolska,OpKkozleSP3,PM10,1g,42.9,12.0,381.2,9,,97.4,242.3,3765,42.9,1.3
2004,opolskie,PL1602,strefa opolska,OpKkozleSP7,PM10,1g,40.0,2.3,362.6,9,,88.7,209.8,4544,51.7,0.9
2004,opolskie,PL1602,strefa opolska,OpKlucz227,PM10,24g,27.2,1.0,143.0,40,54.0,55.0,143.0,329,89.9,1.2
2004,opolskie,PL1602,strefa opolska,OpPrud189p,PM10,24g,51.1,4.0,188.0,27,45.0,84.0,188.0,72,19.7,1.0
2004,opolskie,PL1602,strefa opolska,OpSkozleSP5,PM10,1g,44.1,6.3,399.9,9,,119.7,277.8,4239,48.3,1.0
2004,podkarpackie,PL1801,miasto Rzeszów,PkRzeszWSSEPilsud,PM10,24g,34.2,6.0,164.0,30,45.0,56.0,164.0,208,56.8,0.8
2004,podkarpackie,PL1802,strefa podkarpacka,PkJasloWIOSFlor,PM10,24g,25.0,6.0,96.0,10,30.0,46.0,96.0,148,40.4,1.0
2004,podkarpackie,PL1802,strefa podkarpacka,PkPrzemWIOSPDom,PM10,24g,52.6,12.0,146.0,55,67.0,98.0,146.0,145,39.6,0.9
2004,podlaskie,PL2001,Aglomeracja Białostocka,PdBialyLegionowa8,PM10,24g,24.1,6.0,92.0,15,39.0,39.0,92.0,342,93.4,1.2
2004,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,1g,30.5,0.0,308.0,20,42.7,48.8,93.7,5110,58.2,1.4
2004,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,24g,30.3,8.0,93.7,20,42.7,48.8,93.7,215,58.7,1.4
2004,podlaskie,PL2002,strefa podlaska,PdLomzaKopernika16,PM10,24g,43.4,7.1,117.2,19,31.3,76.0,117.2,55,15.0,0.4
2004,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,1g,23.7,0.0,196.0,7,34.0,41.1,69.1,5213,59.3,1.4
2004,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,24g,23.6,4.2,69.1,7,34.0,41.1,69.1,222,60.7,1.4
2004,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaGleboka,PM10,24g,25.0,2.0,212.0,26,42.0,42.0,212.0,329,89.9,1.0
2004,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,32.8,2.0,355.0,48,56.0,56.0,143.1,8714,99.2,1.0
2004,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,PM10,1g,20.8,1.0,320.0,10,34.0,35.0,103.2,8415,95.8,1.0
2004,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,26.9,1.0,269.0,26,45.2,46.4,123.2,8511,96.9,1.0
2004,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,25.4,1.0,269.0,19,40.3,40.6,107.1,8412,95.8,1.0
2004,pomorskie,PL2202,strefa pomorska,Pm.06.s712m,PM10,24g,25.3,0.0,264.0,30,47.0,49.0,264.0,344,94.0,1.0
2004,pomorskie,PL2202,strefa pomorska,Pm.63.s079m,PM10,24g,24.6,3.0,91.0,18,43.0,46.0,91.0,289,79.0,0.7
2004,pomorskie,PL2202,strefa pomorska,Pm.63.wDSMm,PM10,24g,20.4,4.0,67.0,5,29.0,33.0,67.0,212,57.9,1.3
2004,pomorskie,PL2202,strefa pomorska,PmWejhPlWejh,PM10,24g,30.6,0.0,162.0,35,50.0,56.0,162.0,229,62.6,1.1
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlBytomByto_modrz,PM10,1g,47.3,1.0,413.0,114,79.3,81.6,153.8,8177,93.1,1.2
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlDabroDabr_ziolo,PM10,1g,31.9,1.0,305.0,22,42.6,51.6,92.3,5266,59.9,1.3
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwiGliw_kujaw,PM10,1g,56.4,1.0,561.0,63,70.3,107.5,220.0,3824,43.5,1.0
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,40.5,4.0,239.0,71,63.3,66.1,133.5,7460,84.9,1.4
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlPiekaPiek_darwi,PM10,1g,47.8,1.0,396.0,45,63.8,91.8,144.6,3657,41.6,0.8
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoSosn_narut,PM10,1g,43.1,1.0,443.0,92,71.5,74.3,136.9,8368,95.3,1.0
2004,śląskie,PL2401,Aglomeracja Górnośląska,SlZabrzZabr_wolno,PM10,1g,31.6,1.0,331.0,29,47.8,52.6,126.7,6214,70.7,1.9
2004,śląskie,PL2405,strefa śląska,SlKuzniGliw_wiejs,PM10,1g,39.5,1.0,443.0,56,63.3,70.7,177.6,6659,75.8,1.9
2004,śląskie,PL2405,strefa śląska,SlUstroCies_sanat,PM10,1g,26.9,1.0,283.0,20,39.8,40.0,149.5,8517,97.0,1.1
2004,śląskie,PL2405,strefa śląska,SlWojkoBedz_pader,PM10,1g,38.5,1.0,347.0,40,52.7,71.1,160.3,5442,62.0,1.6
2004,świętokrzyskie,PL2601,miasto Kielce,SkKielJagielWSSE,PM10,24g,30.2,1.0,142.0,46,55.0,57.0,142.0,331,90.4,0.8
2004,świętokrzyskie,PL2601,miasto Kielce,SkKielTransp,PM10,1g,26.2,0.0,298.0,19,42.3,43.2,127.0,8101,92.2,1.1
2004,świętokrzyskie,PL2602,strefa świętokrzyska,SkChecBiaZag,PM10,24g,35.9,3.0,143.0,75,64.0,64.0,143.0,350,95.6,1.1
2004,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalogCemen,PM10,1g,23.7,0.0,101.1,8,36.4,36.6,72.8,8118,92.4,1.0
2004,świętokrzyskie,PL2602,strefa świętokrzyska,SKNowinyCemen,PM10,1g,33.4,0.0,332.0,12,47.1,47.4,79.8,7750,88.2,1.3
2004,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarowMiec,PM10,24g,27.5,7.0,82.0,12,40.0,40.0,82.0,302,82.5,1.0
2004,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarowOsWz,PM10,24g,29.3,3.0,129.0,34,49.0,55.0,129.0,300,82.0,1.0
2004,świętokrzyskie,PL2602,strefa świętokrzyska,SkTrzciOsiek,PM10,24g,26.6,3.0,140.0,28,46.0,46.0,140.0,362,98.9,1.0
2004,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsztyWSSE_Zolnier,PM10,24g,21.5,2.3,98.0,12,39.7,40.7,98.0,348,95.1,0.9
2004,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElblagWSSE_Krole,PM10,24g,17.8,2.0,131.0,9,33.0,36.0,131.0,265,72.4,1.0
2004,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmDzialdWSSE_Biedraw,PM10,24g,20.5,0.4,136.6,35,50.1,50.5,136.6,356,97.3,1.0
2004,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznan63117,PM10,24g,22.0,0.0,112.0,8,24.0,48.0,112.0,101,27.6,0.7
2004,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznanPM10szpital,PM10,24g,25.0,0.0,135.0,13,36.0,45.0,135.0,205,56.0,1.7
2004,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznSzyman,PM10,24g,25.2,4.0,95.0,11,35.0,40.0,95.0,216,59.0,3.9
2004,wielkopolskie,PL3002,miasto Kalisz,WpWKP008,PM10,24g,26.8,0.0,128.0,18,41.0,47.0,128.0,241,65.8,3.0
2004,wielkopolskie,PL3003,strefa wielkopolska,WpGnieznoPM10,PM10,24g,23.8,0.0,156.0,15,38.0,44.0,156.0,240,65.6,3.1
2004,wielkopolskie,PL3003,strefa wielkopolska,WpKonin31018,PM10,24g,34.3,7.0,95.0,18,38.0,62.0,95.0,94,25.7,0.7
2004,wielkopolskie,PL3003,strefa wielkopolska,WpLeszno411000,PM10,24g,31.2,2.0,167.0,29,47.0,55.0,167.0,226,61.7,1.2
2004,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,46.0,5.0,134.0,46,56.0,82.0,134.0,147,40.2,2.3
2004,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczecinLukasza,PM10,1g,25.8,0.0,327.0,23,44.8,45.0,106.8,8463,96.3,1.0
2004,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczecinWSSE,PM10,24g,23.9,6.0,81.0,18,37.0,43.0,81.0,256,69.9,1.3
2004,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszalinWSSE,PM10,24g,15.1,1.0,54.0,1,27.0,28.0,54.0,312,85.2,0.8
2004,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSwinoujscieWSSE,PM10,24g,14.3,0.0,94.0,7,25.0,26.0,94.0,305,83.3,1.4
2004,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,PM10,24g,14.4,1.1,106.3,5,28.6,28.9,106.3,338,92.3,1.0
2005,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,PM10,24g,39.3,7.0,156.0,81,66.0,67.0,156.0,357,97.8,1.0
2005,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocKorzPMArch,PM10,24g,23.5,6.0,88.0,15,37.0,47.0,88.0,174,47.7,1.8
2005,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocOrzech,PM10,24g,39.4,8.0,140.0,60,63.0,72.0,140.0,219,60.0,2.2
2005,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWie,PM10,24g,40.3,3.0,145.0,84,70.0,74.0,145.0,292,80.0,1.1
2005,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,24g,31.0,4.0,138.0,49,55.0,56.0,138.0,343,94.0,1.1
2005,dolnośląskie,PL0202,miasto Legnica,DsLegRzeczPM,PM10,24g,32.4,2.0,175.0,59,60.0,65.0,175.0,303,83.0,1.1
2005,dolnośląskie,PL0202,miasto Legnica,DsLegSmok,PM10,1g,17.9,0.1,293.6,10,34.1,34.9,127.5,8176,93.3,1.0
2005,dolnośląskie,PL0202,miasto Legnica,DsLegSmok,PM10,24g,32.3,4.1,81.5,16,47.4,50.0,81.5,182,49.9,1.1
2005,dolnośląskie,PL0202,miasto Legnica,DsLegZlotor,PM10,1g,15.9,0.7,209.1,5,29.5,30.2,106.5,8193,93.5,0.9
2005,dolnośląskie,PL0202,miasto Legnica,DsLegZlotor,PM10,24g,35.6,8.3,178.7,13,45.5,49.4,178.7,189,51.8,1.1
2005,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,1g,26.8,0.0,266.0,26,44.7,46.8,136.8,7826,89.3,1.0
2005,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,24g,25.9,4.2,136.8,26,44.7,46.8,136.8,314,86.0,0.9
2005,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbWysPArch,PM10,24g,23.9,5.0,87.0,18,43.0,46.0,87.0,317,86.8,1.2
2005,dolnośląskie,PL0204,strefa dolnośląska,DsBialka,PM10,1g,18.7,0.1,206.5,12,30.1,30.3,131.9,8211,93.7,1.0
2005,dolnośląskie,PL0204,strefa dolnośląska,DsBialka,PM10,24g,34.5,8.4,90.5,18,46.2,50.8,90.5,182,49.9,1.2
2005,dolnośląskie,PL0204,strefa dolnośląska,DsBogChop,PM10,1g,29.8,0.0,338.0,35,49.3,49.3,125.0,8665,98.9,1.0
2005,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,PM10,1g,8.0,0.0,69.0,0,18.0,19.2,33.1,7325,83.6,0.7
2005,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,PM10,1g,20.1,0.0,87.0,5,37.0,37.3,60.5,8413,96.0,1.1
2005,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,PM10,1g,34.6,0.0,372.0,70,66.4,66.9,200.0,8593,98.1,1.0
2005,dolnośląskie,PL0204,strefa dolnośląska,DsGlogNorw,PM10,24g,30.8,7.0,122.0,47,55.0,57.0,122.0,325,89.0,1.1
