Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
Emr|EmrB|Iran|Khoramabad|121|2010||102|2010||8 stations, covering the metropolis area|11 months|"Mirhosseini et al., Analysis of Particulate matter (PM10 and PM2.5)
concentration in the City of Khoramabad,2nd International Conference on Chemical, Ecology and Environmental Sciences (ICCEES2012) Singapore April 28-29, 2012"
Emr|EmrB|Iran|Tehran|91|2010||30||3|7 stations with valid data: no information given about sites|12 months|"Naddafi et al., Health impact assessment of air pollution in
megacity of Tehran, Iran, Naddafi et al. Iranian Journal of Environmental Health Sciences & Engineering 2012, 9:28"
Emr|EmrB|Jordan|Amman|128|2010||48||3|4 stations: 2 high and 2 low pollution areas|54 days|"Alnawaiseh et al., Relationship Between Vehicle
Count and Particulate Air
Pollution in Amman, Jordan"
Emr|EmrB|Lebanon|Beirut|63|2010||20|2010||3 stations in 1 city|1 year, sampled every 6th day|R. Massoud et al., Atmospheric Research 101 (2011), 893-901
Emr|EmrB|Lebanon|Tripoli|81|2008||29|2008||01/2008-06/2008 (6 months)|| Tripoli Environment and Development Observatory (TEDO)
Emr|EmrD|Pakistan|Karachi |273|2010||117|2010||3 stations in various location: 1 unknown, 1 industrial/residential, 1 commercial/residential|2 months|Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944
Emr|EmrD|Pakistan|Lahore - Johar Town|198|2010||68|2010||1 station: residential|2 months|Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944
Emr|EmrD|Pakistan|Peshwar|540|2010||111|2010||1 station: N/A|2 months|Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944
Emr|EmrD|Pakistan|Rawalpindi|448|2010||107|2010||1 station: residential|2 months|Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944
EmrHI|EmrB|Bahrain|Hamad Town|318|2012||66|2012||1 Residential urban station|86%|Supreme Council of Environment, 2013.
EmrHI|EmrB|Bahrain|Hidd|178|2012||41|2012||1 Residential urban station|99%|Supreme Council of Environment, 2013.
EmrHI|EmrB|Bahrain|Maameer|257|2012||64|2012||1 Residential Industrial station (Mixed)|96%|Supreme Council of Environment, 2013.
EmrHI|EmrB|Bahrain|Nabih Saleh|244|2012||58|2012||1 Urban background station|93%|Supreme Council of Environment, 2013.
EmrHI|EmrB|Bahrain|Ras Hayan|250|2012||44|2012||1 Rural background station|100%|Supreme Council of Environment, 2013.
EmrHI|EmrB|Oman|Muscat|82|2008-2010||31||3|4 stations in 1 city: 1 commercial, 2 industrial, 1 unknown|100%|Ministry of Environment and Climate Change
EmrHI|EmrB|Qatar|Al Wakrah|152|2012||85|2012||Mobile Station|66%|International Health Relations/ Supreme Council for Health
EmrHI|EmrB|Qatar|Doha|168|2012||93|2012||3 stations|93%|International Health Relations/ Supreme Council for Health
EmrHI|EmrB|Saudi Arabia|Jeddah|87|2011||28|2011||7 stations: 3 residential, 3 urban and 1 suburban|about 12 days|Khoedir M, Source apportionment and elemental composition of PM2.5 and PM10 in Jeddah City, Saudi Arabia, Atmospheric Pollution Research 3 (2012) 331‐340
EmrHI|EmrB|United Arab Emirates|Abu Dhabi|170|2011||64||3|2 stations: 2 urban/residential|Calcuated annual mean|Environmental Statistics 2011, SCAD
EmrHI|EmrB|United Arab Emirates|Al Ain - Urban/ Residential -Al Ain School|138|2011||52||3|1 station: urban/residential|Calcuated annual mean|Environmental Statistics 2011, SCAD
EmrHI|EmrB|United Arab Emirates|Al Gharbia - Biya Zayed|171|2011||64||3|1 station: no information given|Calcuated annual mean|Environmental Statistics 2011, SCAD
Eur|EurC|Belarus|Gomel|19|2008||13||4|1 urban station|93|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurC|Belarus|Minsk |26|2008||17||4|1 urban station|96|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurC|Belarus|Mogilev|20|2008||13||4|1 urban station|99|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurC|Belarus|Zhlobin|26|2008||17||4|1 urban station|100|European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.
Eur|EurB|Bosnia and Herzegovina|Sarajevo|48|2010||33||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Blagoevgrad|49|2011||33||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Burgas|36|2011||24||4|3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Dobrich|59|2011||39||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Haskovo|53|2011||35||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Pernik|74|2011||52|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Pleven|52|2011||35||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Plovdiv|64|2011||42|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Ruse|45|2011||30|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Shumen|47|2011||32||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Sofia|65|2011||45|2011||3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Stara Zagora|42|2011||21|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Veliko Tarnovo|50|2011||33|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Bulgaria|Vratsa|39|2011||26||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurC|Hungary|Budapest|33|2011||27|2011||3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurC|Hungary|Debrecen|33|2011||26||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurC|Hungary|Gyõr|34|2011||23|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Alba Iulia|26|2011||18||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Arad||||22|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Bacau||||13|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Baia Mare|33|2009||20|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Botosani||||18|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Bucuresti|40|2011||24|2010||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Galati|18|2008||12||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Iasi|42|2008||23|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Pitesti||||20|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Ploiesti||||21|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Satu Mare||||25|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Suceava||||21|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Târgu Mures||||25|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Romania|Timisoara||||13|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Serbia|Beograd|51|2011||34||4|3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Serbia|Nis|67|2011||45||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Adana|51|2011||34||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Adiyaman|83|2011||56||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Afyon|112|2011||75||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Agri|51|2011||34||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Aksaray|70|2011||47||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Amasya|43|2011||29||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Ankara|58|2011||39||4|6 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Antalya|63|2011||42||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Artvin|34|2011||23||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Aydin|95|2011||64||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Balikesir|79|2011||53||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Bartin|71|2011||48||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Batman|115|2011||77||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Bayburt|48|2011||32||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Bilecik|58|2011||39||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Bingol|30|2011||20||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Bolu|59|2011||39||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Burdur|86|2011||58||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Canakkale|22|2011||15||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Cankiri|46|2011||31||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Corum|75|2011||50||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Denizli|87|2011||58||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Diyarbakir|77|2011||52||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Duzce|93|2011||62||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Edirne|79|2011||53||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Elazig|46|2011||31||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Erzincan|40|2011||27||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Erzurum|59|2011||40||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Eskisehir|31|2011||21||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Gaziantep|101|2011||68||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Giresun|21|2011||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Gumshane|59|2011||40||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Hakkari|71|2010||47||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Igdir|135|2010||90||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Isparta|100|2011||67||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Istanbul|48|2011||32||4|10 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Izmir|54|2011||36||4|7 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kahramanmaras|71|2010||48||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Karabuk|52|2011||35||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kars|54|2011||36||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kastamonu|34|2011||23||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kayseri|53|2011||35||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kilis|71|2011||47||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kirikkale|60|2011||41||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kirklareli|58|2011||39||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kirsehir|69|2010||47||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Konya|63|2011||42||4|2 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Kutahya|80|2011||53||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Malatya|72|2011||49||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Manisa|78|2010||52||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Mardin|89|2010||60||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Mugla|74|2011||50||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Mus|33|2011||22||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Nevsehir|55|2011||37||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Nigde|76|2011||51||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Ordu|61|2011||41||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Osmaniye|109|2011||73||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Rize|29|2011||19||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Samsun|39|2011||26||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Siirt|101|2011||68||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Sinop|38|2010||25||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Eur|EurB|Turkey|Sirnak|46|2011||31||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
