Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Śr. zimowa;Min;Maks;L>350 (S1);25 maks. (S1);Perc. 99.7 (S1);L>125 (S24);4 maks. (S24);Perc. 99.2 (S24);Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2002;podlaskie;PL2002;strefa podlaska;PdBiePodKosciuszki;SO2;24g;4,5;7,7;1,0;33,0;;;;0;12,0;16,0;73;20,0;1,03
2002;podlaskie;PL2002;strefa podlaska;PdGrajewKonsty3M;SO2;24g;1,7;1,7;0,0;8,0;;;;0;6,0;6,0;67;18,4;1,09
2002;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;SO2;24g;5,5;12,5;0,5;46,0;;;;0;35,7;35,7;365;100,0;1,01
2002;podlaskie;PL2002;strefa podlaska;PdLomzaSadowa;SO2;24g;1,2;1,8;0,0;10,0;;;;0;5,0;5,0;313;85,8;1,20
2002;podlaskie;PL2002;strefa podlaska;PdSokol1Maja;SO2;24g;1,8;3,6;0,0;20,0;;;;0;12,0;12,0;364;99,7;1,01
2002;podlaskie;PL2002;strefa podlaska;PdSuw1Maja;SO2;24g;3,8;6,5;0,0;35,0;;;;0;20,0;21,0;269;73,7;0,92
2002;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;SO2;24g;1,7;3,4;0,0;34,7;;;;0;21,1;21,1;365;100,0;1,01
2002;podlaskie;PL2002;strefa podlaska;PdZambObronZamb;SO2;24g;1,2;1,9;0,0;4,0;;;;0;3,0;3,0;64;17,5;1,13
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;SO2;1g;7,5;6,3;3,0;87,0;0;50,0;49,0;0;32,7;32,7;8530;97,4;0,97
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;SO2;1g;12,1;14,9;1,0;193,0;0;95,0;93,0;0;41,4;41,4;8720;99,5;1,01
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;SO2;1g;10,9;11,3;5,0;232,0;0;61,0;60,0;0;31,0;31,0;8223;93,9;1,03
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;SO2;1g;6,6;6,7;2,0;87,0;0;35,0;37,0;0;19,8;23,7;7063;80,6;1,34
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;SO2;1g;6,0;8,0;1,0;70,0;0;40,0;40,0;0;21,0;21,0;8261;94,3;1,09
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;SO2;1g;11,0;10,3;1,0;133,0;0;80,0;79,0;0;45,6;45,6;8480;96,8;1,01
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;SO2;1g;9,3;13,9;2,0;208,0;0;57,0;57,0;0;37,1;37,1;8510;97,1;1,01
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;SO2;1g;8,1;9,7;3,0;102,0;0;63,0;62,0;0;40,3;40,3;8540;97,5;0,99
2002;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;SO2;24g;2,6;3,1;0,2;18,6;;;;0;13,4;13,6;301;82,5;1,03
2002;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;SO2;1g;7,3;7,7;4,0;75,0;0;42,0;40,0;0;31,5;31,5;8617;98,4;1,00
2002;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;SO2;1g;39,6;54,8;4,0;396,0;3;238,0;231,0;7;148,3;148,3;8662;98,9;1,03
2002;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;SO2;1g;17,0;20,8;0,0;250,0;0;79,0;78,0;0;54,5;54,5;8451;96,5;0,97
2002;świętokrzyskie;PL2601;miasto Kielce;SkKielGalcz;SO2;24g;6,6;15,9;0,0;63,0;;;;0;58,0;58,0;365;100,0;1,01
2002;świętokrzyskie;PL2601;miasto Kielce;SkKielIXWiek;SO2;24g;6,0;15,1;0,0;60,0;;;;0;48,0;49,0;251;68,8;1,01
2002;świętokrzyskie;PL2601;miasto Kielce;SkKielJagielWSSE;SO2;24g;5,8;12,4;0,0;55,0;;;;0;49,0;49,0;365;100,0;1,01
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkBuskoRzew;SO2;24g;5,7;11,3;0,0;54,0;;;;0;45,0;50,0;251;68,8;0,99
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkKonskArmKr;SO2;24g;6,5;12,2;1,0;17,0;;;;0;15,0;17,0;73;20,0;1,03
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkOstrowOsSl;SO2;24g;5,1;9,4;0,0;44,0;;;;0;38,0;38,0;247;67,7;0,99
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkOzarowOsWz;SO2;24g;6,2;11,6;0,0;73,0;;;;0;53,0;53,0;359;98,4;1,04
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkSandomMac;SO2;24g;3,8;7,9;0,0;46,0;;;;0;17,0;29,0;73;20,0;1,03
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkSkarzSlow;SO2;24g;7,8;13,7;0,0;52,0;;;;0;40,0;41,0;297;81,4;1,02
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkSolecZdroj;SO2;24g;3,2;4,2;0,0;30,0;;;;0;8,0;9,0;73;20,0;0,97
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkStaracMur;SO2;24g;5,6;9,1;0,0;39,0;;;;0;34,0;34,0;248;67,9;1,00
2002;świętokrzyskie;PL2602;strefa świętokrzyska;SkTrzciOsiek;SO2;24g;5,5;10,6;0,0;79,0;;;;0;53,0;53,0;359;98,4;1,04
2002;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmPuszczaBor;SO2;24g;1,6;2,5;0,0;29,3;;;;0;18,6;18,6;357;97,8;1,03
2002;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczecinWSSE;SO2;24g;0,8;0,8;0,0;12,0;;;;0;6,0;6,0;329;90,1;1,02
2002;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczWSSEEnerg;SO2;24g;0,9;1,4;0,0;12,0;;;;0;8,0;8,0;334;91,5;1,05
2002;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszWSSEMors;SO2;24g;1,8;2,6;0,0;8,0;;;;0;7,0;7,0;358;98,1;0,97
2002;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszWSSEMtCas;SO2;24g;1,8;;0,0;8,0;;;;0;8,0;8,0;271;74,2;1,95
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGolGoleniowWSSE;SO2;24g;1,1;1,7;0,0;8,0;;;;0;5,0;8,0;116;31,8;1,04
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryficeWSSE;SO2;24g;2,4;5,0;0,0;25,0;;;;0;17,0;22,0;108;29,6;0,96
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryfinoWSSE;SO2;24g;2,8;3,6;0,0;26,0;;;;0;17,0;22,0;109;29,9;1,02
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpKamKamienPWSSE;SO2;24g;4,0;4,7;1,0;18,0;;;;0;7,0;16,0;115;31,5;1,05
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpKolobrzegWSSE_1;SO2;24g;1,1;1,2;1,0;3,0;;;;0;1,0;2,0;70;19,2;0,89
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpKolobrzegWSSE_2;SO2;24g;1,1;1,3;1,0;3,0;;;;0;2,0;2,0;70;19,2;0,79
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMysDebnoWSSE;SO2;24g;0,9;1,6;0,0;15,0;;;;0;6,0;8,0;116;31,8;1,04
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslMWSSE;SO2;24g;4,9;7,3;0,0;31,0;;;;0;25,0;29,0;115;31,5;1,02
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpPolczynZdrWSSE;SO2;24g;5,2;5,4;2,0;8,0;;;;0;7,0;8,0;70;19,2;1,19
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpPolPoliceWSSE;SO2;24g;1,1;1,3;0,0;12,0;;;;0;9,0;10,0;305;83,6;0,98
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpStarStargardWSSE;SO2;24g;1,5;2,6;0,0;25,0;;;;0;11,0;25,0;116;31,8;1,04
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSwinoujscieWSSE;SO2;24g;4,9;2,0;0,0;17,0;;;;0;14,0;15,0;113;31,0;1,05
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzcSzczecinekWSSE;SO2;24g;1,8;2,4;0,0;15,0;;;;0;10,0;10,0;73;20,0;0,97
2002;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWalWalczWSSE;SO2;24g;0,9;2,1;0,0;10,0;;;;0;7,0;9,0;116;31,8;1,04
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocKrom;SO2;24g;5,9;10,2;1,0;43,0;;;;0;29,0;29,0;337;92,3;1,01
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocOlsz;SO2;24g;5,8;11,8;1,0;42,0;;;;0;34,0;40,0;262;71,8;1,00
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocOpor;SO2;24g;5,5;11,1;1,0;92,0;;;;0;31,0;31,0;335;91,8;0,99
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocPret;SO2;24g;7,4;14,6;0,0;60,0;;;;0;40,0;40,0;343;94,0;1,01
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocSklad;SO2;24g;7,9;16,2;1,0;63,0;;;;0;55,0;55,0;335;91,8;1,01
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocTech;SO2;24g;6,1;11,9;0,0;53,0;;;;0;40,0;40,0;341;93,4;1,02
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocUkr;SO2;24g;8,2;14,9;1,0;66,0;;;;0;48,0;48,0;335;91,8;1,01
2003;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWie;SO2;24g;1,6;3,1;0,3;15,7;;;;0;12,1;12,4;257;70,4;1,01
2003;dolnośląskie;PL0202;miasto Legnica;DsLegIwasz;SO2;24g;35,9;36,6;4,0;85,0;;;;0;74,0;77,0;307;84,1;1,03
2003;dolnośląskie;PL0202;miasto Legnica;DsLegJaworz;SO2;24g;4,2;7,4;1,5;34,0;;;;0;25,0;28,0;261;71,5;1,01
2003;dolnośląskie;PL0202;miasto Legnica;DsLegKsiez;SO2;24g;5,0;10,0;1,5;50,0;;;;0;32,0;34,0;262;71,8;1,00
2003;dolnośląskie;PL0202;miasto Legnica;DsLegMick;SO2;24g;13,1;28,8;1,0;83,0;;;;0;60,0;60,0;348;95,3;0,98
2003;dolnośląskie;PL0202;miasto Legnica;DsLegRzecz;SO2;24g;5,6;11,7;1,5;55,0;;;;0;42,0;42,0;261;71,5;1,01
2003;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbBator;SO2;24g;7,5;22,8;0,0;90,0;;;;0;54,0;54,0;217;59,5;1,13
2003;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbGrodz;SO2;24g;5,3;16,1;0,0;64,0;;;;0;47,0;49,0;219;60,0;1,11
2003;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbKost;SO2;24g;7,3;18,3;0,0;72,0;;;;0;56,0;61,0;219;60,0;1,11
2003;dolnośląskie;PL0204;strefa dolnośląska;DsBielGrot;SO2;24g;8,3;11,0;1,0;44,0;;;;0;36,0;39,0;197;54,0;0,88
2003;dolnośląskie;PL0204;strefa dolnośląska;DsBogChop;SO2;1g;30,9;26,0;0,0;156,0;0;90,0;89,0;0;74,6;74,6;8481;96,8;1,02
2003;dolnośląskie;PL0204;strefa dolnośląska;DsBrzegGlog;SO2;24g;0,6;0,2;0,1;12,6;;;;0;10,2;10,2;364;99,7;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsCzar07;SO2;1g;7,9;8,7;1,0;84,0;0;60,0;68,0;0;25,5;28,7;5336;60,9;0,30
2003;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;SO2;1g;11,6;13,3;1,0;118,0;0;75,0;76,0;0;40,5;44,9;6345;72,4;0,59
2003;dolnośląskie;PL0204;strefa dolnośląska;DsDuszZiel;SO2;24g;13,0;17,4;1,0;89,0;;;;0;78,0;79,0;191;52,3;0,95
2003;dolnośląskie;PL0204;strefa dolnośląska;DsDzialoszyn;SO2;1g;9,8;15,5;1,0;217,0;0;71,0;73,0;0;35,2;35,2;7006;80,0;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsDzierKras;SO2;24g;12,5;29,0;1,0;74,0;;;;0;60,0;61,0;219;60,0;1,17
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGlogNorwArch;SO2;24g;12,5;15,2;2,0;28,0;;;;0;26,0;26,0;336;92,1;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGlogOrzech;SO2;24g;3,7;3,6;0,1;37,0;;;;0;23,5;23,5;364;99,7;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGlogowko;SO2;24g;1,4;1,2;0,1;27,2;;;;0;18,7;18,7;362;99,2;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;SO2;1g;7,6;;3,3;91,3;0;22,0;32,1;0;11,9;16,7;2201;25,1;0,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGrodziec;SO2;24g;3,2;2,8;0,1;24,5;;;;0;23,4;23,4;365;100,0;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJasnaSport;SO2;1g;40,9;36,1;11,0;137,0;0;92,0;89,0;0;64,6;64,6;8687;99,2;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJawDmow;SO2;24g;3,2;7,0;1,0;42,0;;;;0;23,0;23,0;347;95,1;1,12
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJedlZdroj;SO2;24g;5,0;13,7;0,0;56,0;;;;0;42,0;42,0;218;59,7;1,12
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;SO2;1g;14,2;16,3;1,0;142,0;0;78,0;79,0;0;40,3;40,3;7803;89,1;1,03
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJgCiep;SO2;24g;7,5;15,4;1,0;78,0;;;;0;56,0;56,0;324;88,8;1,03
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJgScieg;SO2;24g;6,8;8,4;1,0;49,0;;;;0;35,0;38,0;229;62,7;1,16
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJgWoln;SO2;24g;7,8;9,3;0,0;64,0;;;;0;44,0;44,0;332;91,0;1,16
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJgZabob;SO2;24g;2,7;2,1;1,0;81,0;;;;0;29,0;29,0;321;87,9;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKawice;SO2;24g;3,0;7,0;1,5;36,0;;;;0;25,0;27,0;260;71,2;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKgSien;SO2;24g;12,2;22,5;2,0;43,0;;;;0;33,0;34,0;227;62,2;1,08
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKlodzOkrz;SO2;24g;18,2;39,9;1,0;110,0;;;;0;88,0;92,0;237;64,9;0,91
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKobierz;SO2;24g;3,3;10,0;0,3;31,8;;;;0;26,2;26,8;268;73,4;1,18
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKozDoly;SO2;24g;1,2;0,8;0,1;21,7;;;;0;20,1;20,1;365;100,0;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;SO2;1g;5,7;;0,4;69,9;0;20,1;27,1;0;10,4;13,6;2204;25,2;0,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKudSlon;SO2;24g;6,5;13,0;0,0;63,0;;;;0;33,0;36,0;200;54,8;1,13
2003;dolnośląskie;PL0204;strefa dolnośląska;DsLadekWol;SO2;24g;7,5;12,8;1,0;42,0;;;;0;40,0;41,0;183;50,1;0,89
2003;dolnośląskie;PL0204;strefa dolnośląska;DsLubanRyn;SO2;24g;6,2;11,9;1,0;58,0;;;;0;38,0;43,0;274;75,1;1,03
2003;dolnośląskie;PL0204;strefa dolnośląska;DsLubanZaw;SO2;24g;4,0;7,5;1,0;48,0;;;;0;26,0;30,0;274;75,1;1,03
2003;dolnośląskie;PL0204;strefa dolnośląska;DsLubinMaj;SO2;24g;6,7;9,3;3,0;31,0;;;;0;19,0;19,0;335;91,8;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsLwowekPart;SO2;24g;7,9;18,6;1,0;47,0;;;;0;41,0;42,0;186;51,0;1,04
2003;dolnośląskie;PL0204;strefa dolnośląska;DsNRudaPil;SO2;24g;19,8;36,0;1,0;122,0;;;;0;79,0;92,0;105;28,8;1,19
2003;dolnośląskie;PL0204;strefa dolnośląska;DsOla3Maj;SO2;24g;10,7;15,5;4,0;48,0;;;;0;26,0;30,0;195;53,4;1,10
2003;dolnośląskie;PL0204;strefa dolnośląska;DsOlesRyn;SO2;24g;9,8;22,3;1,0;65,0;;;;0;52,0;53,0;231;63,3;1,10
2003;dolnośląskie;PL0204;strefa dolnośląska;DsPolanPark;SO2;24g;13,3;23,3;1,0;120,0;;;;0;66,0;83,0;184;50,4;0,74
2003;dolnośląskie;PL0204;strefa dolnośląska;DsPolkDabr;SO2;24g;6,6;8,2;1,0;32,0;;;;0;25,0;25,0;333;91,2;0,98
2003;dolnośląskie;PL0204;strefa dolnośląska;DsPrzerzZdr;SO2;24g;4,9;10,6;1,0;34,0;;;;0;24,0;24,0;323;88,5;1,23
2003;dolnośląskie;PL0204;strefa dolnośląska;DsRadomierz;SO2;1g;32,9;30,2;0,0;277,0;0;144,0;144,0;1;71,0;71,0;8302;94,8;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsRudnaWit;SO2;24g;2,7;5,3;1,5;23,0;;;;0;19,0;20,0;261;71,5;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSlone;SO2;24g;1,9;2,1;0,1;21,4;;;;0;17,9;17,9;365;100,0;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSnie04;SO2;1g;4,7;7,5;0,0;100,0;0;28,0;30,0;0;14,4;15,8;5862;66,9;1,80
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSniezkaObs;SO2;24g;2,0;2,4;0,4;6,8;;;;0;5,6;5,6;365;100,0;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;SO2;1g;10,1;;0,1;62,9;0;39,6;54,1;0;19,7;21,9;2199;25,1;0,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSpal06;SO2;1g;6,9;11,4;1,0;76,0;0;51,0;51,0;0;31,7;31,7;8134;92,9;0,97
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSwidWalb;SO2;24g;15,9;22,6;3,0;101,0;;;;0;63,0;66,0;221;60,5;1,07
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSzczOgr;SO2;24g;8,0;22,0;0,0;65,0;;;;0;55,0;62,0;221;60,5;1,08
2003;dolnośląskie;PL0204;strefa dolnośląska;DsTrzebLes;SO2;24g;5,9;9,7;1,0;29,0;;;;0;22,0;23,0;309;84,7;1,09
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWitk09;SO2;1g;9,1;14,5;1,0;133,0;0;84,0;84,0;0;39,7;39,7;8256;94,2;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWitka;SO2;1g;22,2;34,3;3,0;303,0;0;166,0;162,0;0;74,3;74,3;8643;98,7;1,03
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWlen03;SO2;1g;9,1;15,2;1,0;118,0;0;58,0;58,0;0;33,7;33,7;8080;92,2;1,09
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWyszkow;SO2;1g;23,6;29,6;0,0;163,0;0;63,0;62,0;0;44,0;44,0;8595;98,1;1,02
2003;dolnośląskie;PL0204;strefa dolnośląska;DsZabkKlodz;SO2;24g;14,1;24,4;1,0;123,0;;;;0;63,0;80,0;183;50,1;1,13
2003;dolnośląskie;PL0204;strefa dolnośląska;DsZameczno;SO2;24g;1,0;0,4;0,1;11,2;;;;0;9,2;9,2;364;99,7;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsZgorzOrz;SO2;1g;31,4;51,1;0,0;266,0;0;188,0;187,0;1;102,8;102,8;8712;99,5;1,01
2003;dolnośląskie;PL0204;strefa dolnośląska;DsZgorzWar;SO2;24g;6,8;11,6;1,0;47,0;;;;0;31,0;41,0;192;52,6;1,00
2003;dolnośląskie;PL0204;strefa dolnośląska;DsZukowice;SO2;24g;4,1;2,7;0,0;36,5;;;;0;32,6;32,6;364;99,7;1,00
2003;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgATRKalisk;SO2;24g;2,2;2,3;0,0;19,0;;;;0;14,0;16,0;240;65,8;1,02
2003;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgUjejskiego;SO2;24g;2,4;6,0;0,0;27,0;;;;0;25,0;25,0;346;94,8;1,00
2003;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgWPola;SO2;24g;1,7;3,0;0,0;32,0;;;;0;19,0;21,0;226;61,9;1,13
2003;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgZachemWojska;SO2;24g;2,2;5,1;0,0;32,0;;;;0;23,0;27,0;241;66,0;1,01
2003;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;SO2;1g;21,4;23,9;0,0;374,7;1;88,7;91,5;0;52,9;53,7;6617;75,5;1,07
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;SO2;1g;8,1;16,9;0,0;127,3;0;70,0;68,5;0;34,4;34,4;8755;99,9;1,01
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunGagarina;SO2;24g;6,5;12,9;0,0;95,0;;;;0;60,0;60,0;364;99,7;1,01
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunKonstytucji;SO2;24g;4,8;10,8;0,0;104,0;;;;0;55,0;55,0;244;66,8;1,00
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunKopernika;SO2;24g;4,3;9,8;0,0;95,0;;;;0;32,0;32,0;358;98,1;0,98
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunLotnisko;SO2;1g;0,6;1,4;0,0;42,0;0;20,0;18,0;0;8,5;8,5;8726;99,6;1,00
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunOPSIS;SO2;1g;6,1;8,2;0,0;69,0;0;41,3;40,9;0;21,3;21,3;8237;94,0;1,13
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunPoznanska;SO2;24g;5,1;10,3;0,0;72,0;;;;0;53,0;58,0;196;53,7;1,02
2003;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclMalinowa;SO2;24g;8,3;15,1;0,0;67,0;;;;0;46,0;50,0;195;53,4;1,05
2003;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOpsis;SO2;1g;15,9;29,1;1,1;178,5;0;102,4;105,7;0;50,1;76,4;7245;82,7;0,88
2003;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclSiels;SO2;24g;5,5;10,4;0,0;39,0;;;;0;29,0;36,0;195;53,4;1,05
2003;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWlocZytnia;SO2;24g;7,7;13,9;0,0;59,0;;;;0;34,0;45,0;193;52,9;1,05
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBrodnZwirki;SO2;24g;10,9;13,1;0,0;116,0;;;;0;95,0;99,0;192;52,6;0,96
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpChelmnLunawska;SO2;24g;6,0;12,3;0,0;61,0;;;;0;44,0;44,0;363;99,5;1,02
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;SO2;1g;7,9;10,3;0,0;159,4;0;90,4;90,7;0;49,5;60,9;7435;84,9;0,98
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudzIkara;SO2;24g;4,1;7,9;0,0;51,0;;;;0;29,0;29,0;357;97,8;0,99
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudzKosynierow;SO2;24g;8,8;18,7;0,0;110,0;;;;0;59,0;59,0;364;99,7;1,01
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrKleeberga;SO2;24g;0,9;0,8;0,0;6,0;;;;0;2,0;2,0;195;53,4;1,03
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrPlacKlaszt;SO2;24g;4,2;10,9;1,0;43,0;;;;0;30,0;30,0;195;53,4;1,03
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrSolankowa;SO2;24g;0,7;1,0;0,0;13,0;;;;0;4,0;4,0;363;99,5;1,02
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKruszynLotnisko;SO2;24g;4,3;7,7;0,0;35,0;;;;0;21,0;31,0;195;53,4;1,05
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpMogilKosciuszki;SO2;24g;4,3;9,0;0,0;15,0;;;;0;14,0;15,0;193;52,9;1,03
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpNakloSkargi;SO2;24g;6,4;5,6;1,0;14,0;;;;0;13,0;13,0;194;53,2;1,04
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpPiech;SO2;24g;2,0;2,6;1,0;3,0;;;;0;3,0;3,0;189;51,8;1,05
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpPrzysRCRRiOW;SO2;1g;0,8;2,5;0,0;31,0;0;19,0;19,0;0;11,3;11,4;7868;89,8;1,07
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSadlog;SO2;24g;7,8;6,4;0,4;27,9;;;;0;21,1;21,1;341;93,4;1,16
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSwiecGruczno;SO2;24g;3,8;;0,0;35,0;;;;0;19,0;19,0;240;65,8;2,08
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSwiecSadowa;SO2;24g;10,3;12,7;0,0;37,0;;;;0;34,0;35,0;197;54,0;1,03
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpTuchPiastowska;SO2;24g;1,0;4,2;0,0;13,0;;;;0;12,0;12,0;358;98,1;1,05
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWolice;SO2;24g;2,2;2,6;1,0;22,0;;;;0;4,0;5,0;204;55,9;1,00
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZninBrowarowa;SO2;24g;9,4;14,3;1,0;61,0;;;;0;41,0;44,0;191;52,3;1,03
2003;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinMaszynowa;SO2;24g;4,2;7,9;0,0;18,0;;;;0;14,0;18,0;52;14,2;1,08
